Site,Lecture_name,Rate,Tag,Language,Level,Teacher,Rate_count,Origin_price,New_price,Url
Inflearn,C언어 프로그래머라면 꼭 알아두어야 하는 것들,4,프로그래밍 언어,C,초급,paulina.devcon,3,16500,16500,https://www.inflearn.com/course/c%EC%96%B8%EC%96%B4-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8-%ED%95%B5%EC%8B%AC
Inflearn,C/C++ Professional Programmer,4.285714285714286,프로그래밍 언어,"C,C++",초급,김경운,7,66000,66000,https://www.inflearn.com/course/c-cpp-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8
Inflearn,Nuxt.js 시작하기,4.921348314606742,"프론트엔드,웹 개발","Nuxt.js,Vue.js,ssr",중급이상,장기효(캡틴판교),89,55000,55000,https://www.inflearn.com/course/%EB%84%89%EC%8A%A4%ED%8A%B8-%EC%8B%9C%EC%9E%91%ED%95%98%EA%B8%B0
Inflearn,[초급] 40분만에 훑어보는 Sass,4.848484848484849,"프로그래밍 언어,프론트엔드",Sass,초급,The Oreum,33,5500,5500,https://www.inflearn.com/course/%EC%B4%88%EA%B8%89-30%EB%B6%84-sass
Inflearn,빠르게 훑는 HTML + CSS 기초,4.7,"웹 개발,웹 퍼블리싱",HTML/CSS,초급,현진타임,10,19800,19800,https://www.inflearn.com/course/%EB%B9%A0%EB%A5%B4%EA%B2%8C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EC%9B%B9-%EA%B8%B0%EC%B4%88
Inflearn,20번 넘게 면접 본 네카라쿠배 개발자의 이직 기술면접 기출 강의,5,"취업 · 이직,교양 · 기타",기술면접,초급,자유코딩,5,165000,165000,https://www.inflearn.com/course/%EB%84%A4%EC%B9%B4%EB%9D%BC%EC%BF%A0%EB%B0%B0-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EA%B8%B0%EC%88%A0%EB%A9%B4%EC%A0%91
Inflearn,실습으로 배우는 AWS(Amazon Web Services) 클라우드 컴퓨팅 입문,4.333333333333333,"데브옵스 · 인프라,클라우드",AWS,입문,AISchool,3,55000,55000,https://www.inflearn.com/course/%EC%8B%A4%EC%8A%B5-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EC%BB%B4%ED%93%A8%ED%8C%85-%EC%9E%85%EB%AC%B8
Inflearn,[리뉴얼] 렛츠기릿 자바스크립트,4.91578947368421,"프로그래밍 언어,프론트엔드",JavaScript,초급,조현영,95,0,0,https://www.inflearn.com/course/%EB%A0%88%EC%B8%A0%EA%B8%B0%EB%A6%BF-%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8
Inflearn,30분 요약 강좌 시즌3 : 초급자를 위한 손에 잡히는 딥러닝!,4.739130434782608,"인공지능,데이터 사이언스","머신러닝,딥러닝",입문,제주코딩베이스캠프,46,0,0,https://www.inflearn.com/course/30%EB%B6%84-%EC%8B%9C%EC%A6%8C3-%EC%B4%88%EA%B8%89-%EB%94%A5%EB%9F%AC%EB%8B%9D
Inflearn,SpriteKit과 GameplayKit으로 만드는 인공지능 술래잡기 게임,0,"게임 프로그래밍,모바일 앱 개발,게임 개발","GameplayKit,iOS,SpriteKit",초급,냉동코더,0,22000,22000,https://www.inflearn.com/course/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%EC%88%A0%EB%9E%98%EC%9E%A1%EA%B8%B0-%EA%B2%8C%EC%9E%84
Inflearn,[NarP Series] MVC 프레임워크는 내 손에 [나프2탄],4.930232558139535,"백엔드,웹 개발","MVC,Ajax,Spring,POJO",초급,박매일,43,33000,33000,https://www.inflearn.com/course/%EB%82%98%ED%94%84-mvc-2
Inflearn,입문자를 위한 HTML 기초 강의,4.953333333333333,"웹 개발,웹 퍼블리싱",HTML/CSS,입문,유노코딩,300,0,0,https://www.inflearn.com/course/%EC%9E%85%EB%AC%B8%EC%9E%90-html-%EA%B8%B0%EC%B4%88%EA%B0%95%EC%9D%98
Inflearn,"풀스택을 위한 도커와 최신 서버 기술(리눅스, nginx, AWS, HTTPS, flask 배포) [풀스택 Part3]",4.934306569343065,"풀스택,데브옵스 · 인프라","Docker,네트워크,Linux",초급,잔재미코딩,137,82500,82500,https://www.inflearn.com/course/%EC%84%9C%EB%B2%84%EA%B8%B0%EC%88%A0-%ED%92%80%EC%8A%A4%ED%83%9D-3
Inflearn,프로그래머를 위한 강화학습(저자 직강),4.357142857142857,"인공지능,데이터 사이언스","강화학습,인공신경망",초급,멀티코어,14,66000,66000,https://www.inflearn.com/course/%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8%EB%A5%BC-%EC%9C%84%ED%95%9C-%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5
Inflearn,비전공자를 위한 개발자 취업 올인원 가이드 [학습편],5,"취업 · 이직,교양 · 기타",직무분석,입문,한정수,4,88000,88000,https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B7%A8%EC%97%85-%ED%95%99%EC%8A%B5%ED%8E%B8
Inflearn,[딥러닝 전문가 과정 DL1102] 딥러닝을 위한 파이썬 레벨2,5,"인공지능,데이터 사이언스","Python,딥러닝,Anaconda",입문,공대형아(신경식),11,33000,33000,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A0%88%EB%B2%A82
Inflearn,[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part2: 게임 수학과 DirectX12,4.658536585365853,"게임 프로그래밍,수학,게임 개발","DirectX,게임수학",초급,Rookiss,41,220000,220000,https://www.inflearn.com/course/%EC%96%B8%EB%A6%AC%EC%96%BC-3d-mmorpg-2
Inflearn,[딥러닝 전문가 과정 DL1101] 딥러닝을 위한 파이썬 레벨1,5,"인공지능,데이터 사이언스","Python,딥러닝,Anaconda",입문,공대형아(신경식),16,33000,33000,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A0%88%EB%B2%A81
Inflearn,유니티를 위한 C# 기초 프로그래밍-구조지향(무료),4.674418604651163,"게임 프로그래밍,게임 개발,프로그래밍 언어",C#,입문,UDevApp,43,0,0,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-%EA%B2%8C%EC%9E%84%EA%B0%9C%EB%B0%9C-%ED%8C%8C%ED%8A%B81-2
Inflearn,작정하고 장고! Django로 Pinterest 따라만들기 : 바닥부터 배포까지,4.791044776119403,"풀스택,웹 개발,데브옵스 · 인프라","Django,Docker,Python",초급,Hyong Sok Park,67,77000,77000,https://www.inflearn.com/course/%EC%9E%A5%EA%B3%A0-%ED%95%80%ED%84%B0%EB%A0%88%EC%8A%A4%ED%8A%B8
Inflearn,"풀스택을 위한 탄탄한 프런트엔드 부트캠프 (HTML, CSS, 바닐라 자바스크립트 + ES6) [풀스택 Part2]",4.881481481481481,"풀스택,프론트엔드,웹 개발","HTML/CSS,JavaScript,ES6",입문,잔재미코딩,135,82500,82500,https://www.inflearn.com/course/%ED%94%84%EB%9F%B0%ED%8A%B8%EC%97%94%EB%93%9C-%ED%92%80%EC%8A%A4%ED%83%9D-2
Inflearn,실전 데이터 사이언스 Part1. 파이썬 입문,4.88,"데이터 분석,데이터 사이언스","Python,Numpy,Pandas",입문,김화종,25,66000,66000,https://www.inflearn.com/course/%ED%95%B5%EC%8B%AC-%ED%8C%8C%EC%9D%B4%EC%8D%AC
Inflearn,"정규식과 함께 생산성 200%, 2x 엔지니어가 되어보자",4.857142857142857,"프로그래밍 언어,교양 · 기타",정규식,초급,문동욱(Evan Moon),7,55000,55000,https://www.inflearn.com/course/%EC%8B%A4%EB%AC%B4-%EC%A0%95%EA%B7%9C%EC%8B%9D
Inflearn,Swift 언어로 만드는 테트리스 게임,3,"게임 프로그래밍,모바일 앱 개발,게임 개발","Swift,iOS",초급,쎄뮤,2,33000,33000,https://www.inflearn.com/course/%EC%8A%A4%EC%9C%84%ED%94%84%ED%8A%B8-%ED%85%8C%ED%8A%B8%EB%A6%AC%EC%8A%A4%EA%B2%8C%EC%9E%84
Inflearn,SQL과 구글시트로 시작하는 데이터분석,4.666666666666667,"데이터 분석,데이터베이스","SQL,Google Sheets,DBMS/RDBMS,MySQL",입문,박범진,3,19800,19800,https://www.inflearn.com/course/sql-%EA%B5%AC%EA%B8%80%EC%8B%9C%ED%8A%B8-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D
Inflearn,XD UI 디자인 + Clone Coding 인터렉티브 반응형웹 포트폴리오!,4.666666666666667,"웹 개발,웹 퍼블리싱","반응형 웹,인터랙티브 웹,XD",초급,LIZ.B,6,53900,53900,https://www.inflearn.com/course/xd-%EB%B0%98%EC%9D%91%ED%98%95%EC%9B%B9-%ED%8F%AC%ED%8A%B8%ED%8F%B4%EB%A6%AC%EC%98%A4
Inflearn,커피 한 잔으로 정복하는 LeNet,5,"인공지능,데이터 사이언스","인공신경망,딥러닝,머신러닝",초급,공대형아(신경식),6,5500,5500,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4-%EB%94%A5%EB%9F%AC%EB%8B%9D-lenet
Inflearn,커피 한 잔으로 입문하는 Convolutional Neural Network,5,"인공지능,데이터 사이언스","인공신경망,딥러닝,머신러닝",초급,공대형아(신경식),26,5500,5500,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4-%EB%94%A5%EB%9F%AC%EB%8B%9D-cnn
Inflearn,최신 SwiftUI와 UIKit과 함께하는 올인원 iOS 앱 개발 강의,4.6,모바일 앱 개발,"iOS,SwiftUI,Swift",입문,코딩강사,10,55000,55000,https://www.inflearn.com/course/ios13-%EC%95%B1%EA%B0%9C%EB%B0%9C-%ED%8F%AC%ED%8F%B4
Inflearn,[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] 번외편: AWS로 시작하는 서버 운영,4.9,"데브옵스 · 인프라,백엔드,게임 프로그래밍,게임 개발","AWS,Linux",초급,Rookiss,10,44000,44000,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-mmorpg-%EA%B0%9C%EB%B0%9C-aws
Inflearn,Svelte 실전 강의 - 스도쿠 만들기,0,"풀스택,웹 개발","Svelte,Express,MongoDB,Mongoose",중급이상,이효범(Beomy),0,38500,38500,https://www.inflearn.com/course/%EC%8A%A4%EB%B2%A8%ED%8A%B8-%EC%8B%A4%EC%A0%84-%EC%8A%A4%EB%8F%84%EC%BF%A0%EC%8B%A4%EC%8A%B5
Inflearn,실전! 웹사이트제작! Step by Step! ('돕다' 사이트제작_Application Course),5,"웹 개발,웹 퍼블리싱","HTML/CSS,jQuery,인터랙티브 웹,반응형 웹",초급,J.영,5,22000,22000,https://www.inflearn.com/course/%EC%9B%B9%EC%82%AC%EC%9D%B4%ED%8A%B8%EC%A0%9C%EC%9E%91-%EC%9D%B8%ED%84%B0%EB%9E%99%ED%8B%B0%EB%B8%8C%EC%9B%B9-%EB%8F%95%EB%8B%A4
Inflearn,김일한의 파이썬 기반 판다스(Pandas)를 활용한 데이터 분석,5,"데이터 분석,데이터 사이언스","Pandas,Anaconda",초급,소프트캠퍼스,4,66000,66000,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%BA%A0%ED%8D%BC%EC%8A%A4-%ED%8C%90%EB%8B%A4%EC%8A%A4-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D
Inflearn,iOS/Android 앱 개발을 위한 실전 React Native - Basic,4.638888888888889,"모바일 앱 개발,프론트엔드","React Native,React,ES6",초급,Wintho,108,55000,55000,https://www.inflearn.com/course/%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%84%A4%EC%9D%B4%ED%8B%B0%EB%B8%8C-%EA%B8%B0%EC%B4%88
Inflearn,타입스크립트 시작하기,4.7727272727272725,프로그래밍 언어,TypeScript,초급,이재승,44,27500,27500,https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%8B%9C%EC%9E%91%ED%95%98%EA%B8%B0
Inflearn,Vue.js - Django 연동 웹 프로그래밍 (실전편),4.866666666666666,"풀스택,웹 개발","Vue.js,Django,Vuetify",초급,김석훈,15,44000,44000,https://www.inflearn.com/course/%EB%B7%B0-%EC%9E%A5%EA%B3%A0-%EC%97%B0%EB%8F%99-%EC%8B%A4%EC%A0%84
Inflearn,리액트로 나만의 블로그 만들기(MERN Stack),4,"풀스택,웹 개발","React,Redux,Node.js,Bootstrap,MongoDB,Express",중급이상,싸플,30,29700,29700,https://www.inflearn.com/course/%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%B8%94%EB%A1%9C%EA%B7%B8-%ED%92%80%EC%8A%A4%ED%83%9D
Inflearn,실전! 웹사이트제작! Step by Step! (뮤자인_반응형웹),4.8,"웹 개발,웹 퍼블리싱","HTML/CSS,jQuery,인터랙티브 웹,반응형 웹",초급,J.영,20,48400,48400,https://www.inflearn.com/course/%EC%9B%B9%EC%82%AC%EC%9D%B4%ED%8A%B8%EC%A0%9C%EC%9E%91-%EB%AE%A4%EC%9E%90%EC%9D%B8-%EB%B0%98%EC%9D%91%ED%98%95%EC%9B%B9
Inflearn,Linux Command-Line 명령어 기초 배우기,4.863636363636363,"시스템,교양 · 기타",Linux,초급,코드바나나,22,0,0,https://www.inflearn.com/course/%EB%A6%AC%EB%88%85%EC%8A%A4-%EC%BB%A4%EB%A7%A8%EB%93%9C%EB%9D%BC%EC%9D%B8-%EB%AA%85%EB%A0%B9%EC%96%B4-%EA%B8%B0%EC%B4%88
Inflearn,Svelte 입문 강의 - A부터 Z까지,4.545454545454546,"프론트엔드,웹 개발",Svelte,초급,이효범(Beomy),11,33000,33000,https://www.inflearn.com/course/%EC%8A%A4%EB%B2%A8%ED%8A%B8-%EC%9E%85%EB%AC%B8
Inflearn,윤재성의 Kotlin 기반 안드로이드 앱 개발 Part1 - UI Programming,4.7407407407407405,모바일 앱 개발,"Android,Kotlin",초급,소프트캠퍼스,54,66000,66000,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%BA%A0%ED%8D%BC%EC%8A%A4-%EC%BD%94%ED%8B%80%EB%A6%B0-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-1
Inflearn,아무것도 모르고 시작하는 C#,4.454545454545454,프로그래밍 언어,"C#,객체지향",입문,박병욱,11,19800,19800,https://www.inflearn.com/course/%EC%95%84%EB%AC%B4%EA%B2%83%EB%8F%84-%EB%AA%A8%EB%A5%B4%EA%B3%A0-%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94-c%EC%83%B5
Inflearn,AWS(Amazon Web Service) 입문자를 위한 강의,4.661290322580645,"데브옵스 · 인프라,클라우드,백엔드",AWS,초급,Simon Kim,124,40700,40700,https://www.inflearn.com/course/aws-%EC%9E%85%EB%AC%B8
Inflearn,당신을 함께 일하고 싶은 개발자로 만들어 줄 클린 코드 작성법,4.2105263157894735,교양 · 기타,리팩토링,초급,클린 코더,57,15400,15400,https://www.inflearn.com/course/%ED%81%B4%EB%A6%B0%EC%BD%94%EB%93%9C-%EC%9E%91%EC%84%B1%EB%B2%95
Inflearn,생애 첫 SQL With 제코베,4.783132530120482,"데이터베이스,데이터 분석","SQL,DBMS/RDBMS",입문,제주코딩베이스캠프,83,0,0,https://www.inflearn.com/course/sql-%EA%B8%B0%EC%B4%88-%EC%A0%9C%EC%A3%BC%EC%BD%94%EB%94%A9%EB%B2%A0%EC%9D%B4%EC%8A%A4%EC%BA%A0%ED%94%84
Inflearn,JSP WEB MVC Model2 Programming(중급 과정),4.512195121951219,"백엔드,웹 개발","JSP,MVC,디자인 패턴",중급이상,소프트캠퍼스,41,11000,11000,https://www.inflearn.com/course/jsp-%EC%9B%B9%EA%B0%9C%EB%B0%9C-mvc-model2-%EC%A4%91%EA%B8%89
Inflearn,JSP 웹 쇼핑몰 프로그래밍 기본 과정(JSP WEB Programming),4.6911764705882355,"백엔드,웹 개발","Java,JSP",초급,소프트캠퍼스,68,11000,11000,https://www.inflearn.com/course/jsp-%EC%9B%B9%EA%B0%9C%EB%B0%9C-%EC%87%BC%ED%95%91%EB%AA%B0-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
Inflearn,처음하는 코딩 - 플레이봇 (중등교육 -Javascript),5,"프로그래밍 언어,알고리즘 · 자료구조",JavaScript,입문,제주코딩베이스캠프,3,22000,22000,https://www.inflearn.com/course/%ED%94%8C%EB%A0%88%EC%9D%B4%EB%B4%87-%EC%A4%91%EB%93%B1%EA%B5%90%EC%9C%A1-%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8
Inflearn,"Microcosm SW Fair - 경쟁없는, 나만의 시빅해킹",4.928571428571429,"기획 · 전략 · PM,교양 · 기타",시빅해킹,입문,제주코딩베이스캠프,14,0,0,https://www.inflearn.com/course/ict-%EC%8B%9C%EB%B9%85%ED%95%B4%ED%82%B9-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8
Inflearn,쏙쏙 이해되는 강화학습 핵심이론,3.5,"인공지능,데이터 사이언스","강화학습,Tensorflow,머신러닝",초급,Chris Song,2,55000,55000,https://www.inflearn.com/course/%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5-%ED%95%B5%EC%8B%AC-%EC%9D%B4%EB%A1%A0
Inflearn,초보자도 간단히 단숨에 배우는 파이썬 프로그래밍,4.858695652173913,프로그래밍 언어,Python,입문,파이썬멘토 조인석,92,0,0,https://www.inflearn.com/course/%EC%B4%88%EA%B0%84%EB%8B%A8-%ED%8C%8C%EC%9D%B4%EC%8D%AC
Inflearn,파이썬 무료 강의 (기본편) - 6시간 뒤면 나도 개발자,4.916167664670659,프로그래밍 언어,Python,입문,나도코딩,1169,0,0,https://www.inflearn.com/course/%EB%82%98%EB%8F%84%EC%BD%94%EB%94%A9-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EA%B8%B0%EB%B3%B8
Inflearn,Javascript 초보 Real 웹앱 개발 - 1부: Vue 개념~초급,2.923076923076923,"프론트엔드,웹 개발","JavaScript,Vue.js,웹앱",입문,배동훈,13,11000,11000,https://www.inflearn.com/course/real-%EC%9B%B9%EC%95%B1-%EA%B0%9C%EB%B0%9C-vuejs-1%EB%B6%80
Inflearn,빠르게 git - 핵심만 골라 배우는 Git/Github,4.892307692307693,개발 도구,"Github,Git,버전관리시스템",초급,강민철,195,11000,11000,https://www.inflearn.com/course/%EB%B9%A0%EB%A5%B4%EA%B2%8C-git
Inflearn,Vue.js 끝장내기 - 실무에 필요한 모든 것,4.835616438356165,"프론트엔드,웹 개발","JavaScript,Vue.js,Vuex",중급이상,장기효(캡틴판교),292,110000,110000,https://www.inflearn.com/course/vue-js-%EB%81%9D%EB%82%B4%EA%B8%B0-%EC%BA%A1%ED%8B%B4%ED%8C%90%EA%B5%90
Inflearn,R프로그래밍 중급,5,"프로그래밍 언어,데이터 분석",R,중급이상,코코,4,27500,27500,https://www.inflearn.com/course/R-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%A4%91%EA%B8%89
Inflearn,[백문이불여일타] 데이터 분석을 위한 고급 SQL,4.8326693227091635,"데이터 사이언스,데이터 분석,데이터베이스",SQL,중급이상,데이터리안,251,55000,55000,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%EA%B3%A0%EA%B8%89-sql
Inflearn,"웹 개발 슈퍼 기초 (HTML, CSS, Javascript)",4.59375,"웹 개발,프론트엔드,웹 퍼블리싱","HTML/CSS,JavaScript",입문,개복치개발자,32,11000,11000,https://www.inflearn.com/course/%EC%9B%B9-%EA%B0%9C%EB%B0%9C-%EA%B8%B0%EC%B4%88-%EC%9E%85%EB%AC%B8
Inflearn,[백문이불여일타] 데이터 분석을 위한 중급 SQL,4.896848137535817,"데이터 분석,데이터베이스,데이터 사이언스",SQL,초급,데이터리안,698,38500,38500,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%EC%A4%91%EA%B8%89-sql
Inflearn,홍정모의 따라하며 배우는 C언어 (부록),4.964285714285714,프로그래밍 언어,C,초급,홍정모,28,33000,33000,https://www.inflearn.com/course/following-c-supplement
Inflearn,누구나 쉽게 배울 수 있는 드론맵핑 전문가 과정,0,교양 · 기타,"드론 개발,GIS,QGIS",입문,임종태,0,66000,66000,https://www.inflearn.com/course/%EB%88%84%EA%B5%AC%EB%82%98-%EC%89%BD%EA%B2%8C-%EB%B0%B0%EC%9A%B8%EC%88%98%EC%9E%88%EB%8A%94-%EB%93%9C%EB%A1%A0%EB%A7%B5%ED%95%91
Inflearn,제주코딩베이스캠프 Code Festival: JavaScript 100제,4.527777777777778,"프로그래밍 언어,알고리즘 · 자료구조","JavaScript,코딩 테스트",초급,제주코딩베이스캠프,36,55000,55000,https://www.inflearn.com/course/%EC%A0%9C%EC%A3%BC%EC%BD%94%EB%94%A9-%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-100%EC%A0%9C
Inflearn,"2022 30분 요약 강좌 시즌 1 : HTML, CSS, Linux, Bootstrap, Python, JS,  jQuery&Ajax",4.808,"웹 개발,프로그래밍 언어","HTML/CSS,JavaScript,Python",입문,제주코딩베이스캠프,125,0,0,https://www.inflearn.com/course/%EC%A0%9C%EC%A3%BC%EC%BD%94%EB%94%A9-%EC%9B%B9%EA%B0%9C%EB%B0%9C-30%EB%B6%84%EC%9A%94%EC%95%BD
Inflearn,정보올림피아드(중등),5,알고리즘 · 자료구조,코딩 테스트,초급,가을,10,88000,88000,https://www.inflearn.com/course/%EC%A0%95%EB%B3%B4%EC%98%AC%EB%A6%BC%ED%94%BC%EC%95%84%EB%93%9C-%EC%A4%91%EB%93%B1
Inflearn,워드프레스 제대로 개발하기 - 어드민 편,4.857142857142857,웹 개발,"Wordpress,PHP",중급이상,안형우,21,66000,66000,https://www.inflearn.com/course/%EC%9B%8C%EB%93%9C%ED%94%84%EB%A0%88%EC%8A%A4-%EC%87%BC%ED%95%91%EB%AA%B0-%ED%8C%8C%ED%8A%B81
Inflearn,RDBMS Modeling 기초,4.931372549019608,"데이터베이스,백엔드","DBMS/RDBMS,데이터 엔지니어링",초급,이교준,102,16500,16500,https://www.inflearn.com/course/%EA%B4%80%EA%B3%84%ED%98%95%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-rdbms
Inflearn,누구나 할 수 있는 안드로이드 앱 개발 - 2 (Kotlin),4.428571428571429,모바일 앱 개발,"Android,Kotlin",초급,개복치개발자,7,16500,16500,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%95%B1%EA%B0%9C%EB%B0%9C-kotlin2
Inflearn,WEB5 - Express Passport.js,5,"백엔드,웹 개발","Node.js,Express",중급이상,Egoing Lee,14,0,0,https://www.inflearn.com/course/WEB5-Express-Passport-js
Inflearn,SVG 마스터,4.9523809523809526,"웹 개발,프론트엔드","SVG,HTML/CSS",초급,1분코딩,84,27500,27500,https://www.inflearn.com/course/mastering-svg
Inflearn,디자인 패턴 with JAVA (GoF),4.383561643835616,"교양 · 기타,개발 도구","Java,MVC",중급이상,이재환,73,33000,33000,https://www.inflearn.com/course/Design-pattern-java
Inflearn,Vue로 Nodebird SNS 만들기,4.829787234042553,"프론트엔드,웹 개발","Vue.js,Node.js,AWS,MySQL,Vuex,ssr",중급이상,조현영,47,66000,66000,https://www.inflearn.com/course/vue-nodebird-sns
Inflearn,예제로 배우는 스프링부트 입문,4.456521739130435,"백엔드,웹 개발",Spring Boot,초급,이재환,46,44000,44000,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81%EB%B6%80%ED%8A%B8-%EC%9B%B9%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
Inflearn,예제로 배우는 스프링 입문 (개정판),4.735849056603773,"백엔드,웹 개발","Java,Spring",초급,백기선,636,0,0,https://www.inflearn.com/course/spring_revised_edition
Inflearn,iOS12 앱 개발 퍼펙트 가이드,4.8,모바일 앱 개발,"iOS,Swift",입문,iOS Developer,30,77000,77000,https://www.inflearn.com/course/ios
Inflearn,Vue.js - Django 연동 웹 프로그래밍,4.619047619047619,"풀스택,웹 개발","Vue.js,Django",초급,김석훈,63,33000,33000,https://www.inflearn.com/course/vue-js-2
Inflearn,리눅스 시스템 프로그래밍 - 이론과 실습,4.810344827586207,"시스템,백엔드",Linux,초급,ProgCoach4U,58,77000,77000,https://www.inflearn.com/course/%EB%A6%AC%EB%88%85%EC%8A%A4-%EC%8B%9C%EC%8A%A4%ED%85%9C-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%9D%B4%EB%A1%A0%EA%B3%BC-%EC%8B%A4%EC%8A%B5
Inflearn,WEB2 Node.js-MySQL,4.935483870967742,"백엔드,웹 개발","Node.js,MySQL",중급이상,Egoing Lee,62,0,0,https://www.inflearn.com/course/web2-node-js-mysql
Inflearn,WEB2 - Domain Name System,4.916666666666667,"시스템,데브옵스 · 인프라",도메인,초급,Egoing Lee,24,0,0,https://www.inflearn.com/course/web2-domain
Inflearn,14일만에 배우는 ASP.NET CORE,4.5,"백엔드,웹 개발","C#,.NET",초급,김정수,14,33000,33000,https://www.inflearn.com/course/%EB%8B%B7%EB%84%B7-%EC%BD%94%EC%96%B4
Inflearn,DATABASE 1&2 - MySQL,4.925423728813559,데이터베이스,"MySQL,DBMS/RDBMS",초급,Egoing Lee,295,0,0,https://www.inflearn.com/course/database-2-mysql-%EA%B0%95%EC%A2%8C
Inflearn,WEB2 - CSS,4.9637462235649545,"웹 개발,웹 퍼블리싱",HTML/CSS,초급,Egoing Lee,331,0,0,https://www.inflearn.com/course/%EC%83%9D%ED%99%9C%EC%BD%94%EB%94%A9%EC%9D%98-web2%EC%8B%9C%EB%A6%AC%EC%A6%88
Inflearn,실습 UI 개발로 배워보는 순수 javascript 와 VueJS 개발,4.75,"프론트엔드,웹 개발,프로그래밍 언어","JavaScript,Vue.js",초급,김정환,116,44000,44000,https://www.inflearn.com/course/%EC%88%9C%EC%88%98js-vuejs-%EA%B0%9C%EB%B0%9C-%EA%B0%95%EC%A2%8C
Inflearn,iOS AutoLayout을 활용한 실전 UI구성 전략 - 카카오톡 같은 고급 UI 만들기,4.829268292682927,"UX/UI,모바일 앱 개발",iOS Autolayout,초급,iOS Developer,41,16500,16500,https://www.inflearn.com/course/autolayout-ui_ios
Inflearn,유니티 게임 개발 (Unity 2D) - 시작부터 배포까지,4.577464788732394,"게임 프로그래밍,게임 개발",Unity,입문,스터디 인코딩,71,49500,49500,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-%EA%B2%8C%EC%9E%84-%EA%B0%9C%EB%B0%9C-unity
Inflearn,AngularJS 기본 개념과 To-Do 앱 만들기 실습 - 앵귤러 강좌,4.686131386861314,"프론트엔드,웹 개발",Angular,초급,WePlanet Official Account,137,0,0,https://www.inflearn.com/course/angular-%EC%95%B5%EA%B7%A4%EB%9F%AC-%EA%B0%95%EC%A2%8C
